Question/Answer,Correct Answer
"78
  The intent of least privilege is to enforce the most restrictive user rights required <br></br>A. To execute system processes. <br></br>B. By their job description. <br></br>C. To execute authorized tasks. <br></br>D. By their security role. 
<br></br>","Answer: C Least Privilege; the security principle that requires each subject to be granted the most restrictive set ofprivileges needed for the performance of authorized tasks. The application of this principle limits the damage that canresult from accident, error, or unauthorized. - Shon Harris All-in-one CISSP Certification Guide pg 933 "
"79
  What principle requires that a user be given no more privilege then necessary to perform a job? <br></br>A. Principle of aggregate privilege. <br></br>B. Principle of most privilege. <br></br>C. Principle of effective privilege. <br></br>D. Principle of least privilege. 
<br></br>","Answer: D Explanation: As described at http://hissa.nist.gov/rbac/paper/node5.html, the principle of leastprivilege has been described as important for meeting integrity objectives. The CISSPprinciple of least privilege requires that a user be given no more privilege thannecessary to perform a job. "
"80
  To ensure least privilege requires that   is identified. <br></br>A. what the users privilege owns <br></br>B. what the users job is  <br></br>C. what the users cost is <br></br>D. what the users group is 
<br></br>","Answer: B Explanation: Ensuring least privilege requires identifying what the user's job is, determining theminimum set of privileges required to perform that job, and restricting the user to adomain with those privileges and nothing more. By denying to subjects transactions that arenot necessary for the performance of their duties, those denied privileges couldn't be used to circumvent the organizational security policy. Although the concept of leastprivilege currently exists within the context of the TCSEC, requirements restrict thoseprivileges of the system administrator. Through the use of RBAC, enforced minimumprivileges for general system users can be easily achieved. "
"81
  The concept of least privilege currently exists within the context of: <br></br>A. ISO <br></br>B. TCSEC  <br></br>C. OSI <br></br>D. IEFT 
<br></br>","Answer: B Explanation: Ensuring least privilege requires identifying what the user's job is, determining theminimum set of privileges required to perform that job, and restricting the user to adomain with those privileges and nothing more. By denying to subjects transactions that arenot necessary for the performance of their duties, those denied privileges couldn't be used to circumvent the organizational security policy. Although the concept of leastprivilege currently exists within the context of the TCSEC, requirements restrict thoseprivileges of the system administrator. Through the use of RBAC, enforced minimumprivileges for general system users can be easily achieved. CISSP"
"82
  Which of the following rules is less likely to support the concept of least privilege? <br></br>A.) The number of administrative accounts should be kept to a minimum <br></br>B.) Administrators should use regular accounts when performing routing operations like readingmail <br></br>C.) Permissions on tools that are likely to be used by hackers should be as restrictive as possible <br></br>D.) Only data to and from critical systems and applications should be allowed through thefirewall 
<br></br>",Answer: D 
"83
  Which level of ""least privilege"" enables operators the right to modify data directly in it'soriginal location, in addition to data copied from the original location? <br></br>A.) Access Change <br></br>B.) Read/Write <br></br>C.) Access Rewrite <br></br>D.) Access modify 
<br></br>",Answer: A 
"84
  This is a common security issue that is extremely hard to control in large environments. Itoccurs when a user has more computer rights, permissions, and privileges that what isrequired for the tasks the user needs to fulfill. What best describes this scenario? <br></br>A.) Excessive Rights <br></br>B.) Excessive Access <br></br>C.) Excessive Permissions <br></br>D.) Excessive Privileges 
<br></br>","Answer: D Reference: ""Excessive Privileges: This is a common security issue that is extremely hard tocontrol in vast, complex environments. It occurs when a user has more computer rights,permissions, and privileges than what is required for the tasks she needs to fulfill."" pg 603 ShonHarris: All-in-One CISSP Certification "
"85
  One method to simplify the administration of access controls is to group CISSP<br></br>A. Capabilities and privileges <br></br>B. Objects and subjects <br></br>C. Programs and transactions <br></br>D. Administrators and managers 
<br></br>",Answer: B 
"86
  Cryptography does not concern itself with: <br></br>A.) Availability <br></br>B.) Integrity <br></br>C.) Confidentiality <br></br>D.) Authenticity 
<br></br>",Answer: A 
"87
  Which of the following measures would be the BEST deterrent to the theft of corporateinformation from a laptop which was left in a hotel room? <br></br>A.) Store all data on disks and lock them in an in-room safe <br></br>B.) Remove the batteries and power supply from the laptop and store them separately from thecomputer <br></br>C.) Install a cable lock on the laptop when it is unattended <br></br>D.) Encrypt the data on the hard drive 
<br></br>",Answer: D 
